00:07:79:0a:15:be,00:0f:00:2b:4f:6c,00:1d:93:89:d5:13,00:e0:4b:d7:04:c4,00:e1:6d:a4:62:e0,00:e1:6d:a4:ba:40,04:0e:3c:fd:f6:d5,04:5e:a4:d4:99:13,04:92:26:6b:13:a0,04:92:26:6b:13:a4,08:5d:dd:ce:fd:12,08:ea:44:91:1b:d4,10:62:eb:a1:ac:04,10:62:eb:a1:ac:06,18:c5:01:91:b9:6e,18:c5:01:9f:1d:3e,1c:de:a7:43:23:e0,1c:de:a7:43:27:60,1c:de:a7:43:29:90,1c:de:a7:45:e7:30,20:db:ab:6f:be:8f,20:db:ab:72:c2:4f,24:d1:3f:15:02:25,24:d1:3f:15:02:26,26:24:0e:e1:13:95,28:24:ff:fa:13:ec,32:cd:a7:2c:3f:9e,38:1c:1a:31:5b:20,38:1c:1a:31:89:20,38:1c:1a:31:91:f0,38:1c:1a:31:93:60,38:1c:1a:31:98:a0,38:1c:1a:31:9c:00,38:1c:1a:31:9e:f0,38:1c:1a:31:b2:b0,38:1c:1a:31:c2:e0,38:1c:1a:31:c3:70,38:1c:1a:7e:dc:40,38:1c:1a:7e:e1:b0,38:1c:1a:7e:e5:d0,38:1c:1a:7e:e6:90,38:1c:1a:7e:ea:00,38:1c:1a:7e:ed:20,38:1c:1a:7e:f2:d0,38:1c:1a:7e:f5:70,38:1c:1a:7f:05:60,38:1c:1a:7f:05:b0,38:1c:1a:7f:0f:d0,38:1c:1a:7f:cf:10,38:1c:1a:7f:d2:e0,38:1c:1a:7f:d4:70,38:1c:1a:ec:77:70,38:1c:1a:ec:84:80,38:1c:1a:ec:8b:10,38:1c:1a:ec:8d:50,38:1c:1a:ec:ae:00,38:1c:1a:ec:b2:70,38:1c:1a:ec:b8:b0,38:1c:1a:ec:c8:c0,38:1c:1a:ec:c9:80,38:1c:1a:ec:ca:a0,38:1c:1a:ec:ce:40,38:1c:1a:ec:db:40,3e:36:59:52:ae:d6,56:3a:0e:84:e2:9e,56:3a:1e:84:e2:9e,5a:3a:1e:31:e1:5d,5a:65:e6:41:6c:2d,5e:cb:99:38:03:34,62:3a:0e:84:e2:9e,62:3a:1e:84:e2:9e,64:51:06:64:25:b9,64:e5:99:3a:8c:14,64:e5:99:3a:e5:60,64:e5:99:b5:37:18,64:e5:99:b5:95:10,64:ee:b7:fc:02:c0,66:7b:ce:aa:fa:54,68:3a:1e:31:e1:5d,68:3a:1e:84:e2:9e,6a:3a:0e:84:e2:9e,6c:f3:7f:34:7c:a0,6c:f3:7f:34:7c:a1,6c:f3:7f:34:7c:a2,6c:f3:7f:34:7c:a3,6c:f3:7f:34:7c:a4,6c:f3:7f:34:7c:a8,6c:f3:7f:34:7c:a9,6c:f3:7f:34:7c:aa,6c:f3:7f:34:7c:ab,6c:f3:7f:34:7c:ac,6c:f3:7f:34:7c:ad,6c:f3:7f:34:7c:d0,6c:f3:7f:34:7c:d1,6c:f3:7f:34:7c:d2,6c:f3:7f:34:7c:d3,6c:f3:7f:34:7c:d4,6c:f3:7f:34:7c:d8,6c:f3:7f:34:7c:d9,6c:f3:7f:34:7c:da,6c:f3:7f:34:7c:db,6c:f3:7f:34:7c:dc,6c:f3:7f:34:7c:dd,6c:f3:7f:34:7e:10,6c:f3:7f:34:7e:11,6c:f3:7f:34:7e:12,6c:f3:7f:34:7e:13,6c:f3:7f:34:7e:14,6c:f3:7f:34:7e:18,6c:f3:7f:34:7e:19,6c:f3:7f:34:7e:1a,6c:f3:7f:34:7e:1b,6c:f3:7f:34:7e:1c,6c:f3:7f:34:7e:1d,6c:f3:7f:34:7e:50,6c:f3:7f:34:7e:51,6c:f3:7f:34:7e:52,6c:f3:7f:34:7e:53,6c:f3:7f:34:7e:54,6c:f3:7f:34:7e:58,6c:f3:7f:34:7e:59,6c:f3:7f:34:7e:5a,6c:f3:7f:34:7e:5b,6c:f3:7f:34:7e:5c,6c:f3:7f:34:7e:5d,6c:f3:7f:34:7e:80,6c:f3:7f:34:7e:81,6c:f3:7f:34:7e:82,6c:f3:7f:34:7e:83,6c:f3:7f:34:7e:84,6c:f3:7f:34:7e:88,6c:f3:7f:34:7e:89,6c:f3:7f:34:7e:8a,6c:f3:7f:34:7e:8b,6c:f3:7f:34:7e:8c,6c:f3:7f:34:7e:8d,6c:f3:7f:34:82:e0,6c:f3:7f:34:82:e1,6c:f3:7f:34:82:e2,6c:f3:7f:34:82:e3,6c:f3:7f:34:82:e4,6c:f3:7f:34:82:e8,6c:f3:7f:34:82:e9,6c:f3:7f:34:82:ea,6c:f3:7f:34:82:eb,6c:f3:7f:34:82:ec,6c:f3:7f:34:82:ed,6c:f3:7f:34:87:f0,6c:f3:7f:34:87:f2,6c:f3:7f:34:87:f3,6e:3a:1e:31:e1:5d,70:5d:cc:01:49:d0,70:5d:cc:02:92:28,70:5d:cc:2f:da:8a,70:5d:cc:30:b8:c8,70:5d:cc:30:b8:ca,70:5d:cc:31:06:98,70:5d:cc:31:06:9a,70:5d:cc:31:91:62,70:5d:cc:37:f7:0b,70:5d:cc:3c:aa:46,70:5d:cc:3e:eb:b8,70:5d:cc:41:60:90,70:5d:cc:46:58:1c,70:5d:cc:48:40:d2,70:5d:cc:5d:c6:cc,70:5d:cc:5d:db:ec,70:5d:cc:5d:db:ee,70:5d:cc:5f:82:d6,70:5d:cc:65:40:f0,70:5d:cc:67:98:1e,70:5d:cc:68:08:56,70:5d:cc:71:04:12,70:5d:cc:ad:1e:4c,70:5d:cc:ad:1e:4e,70:5d:cc:bb:de:76,72:5d:cc:3d:af:40,72:5d:cc:3e:af:40,72:5d:cc:41:ff:88,72:5d:cc:c6:01:0c,76:3a:1e:31:e1:5d,78:32:1b:d2:54:70,78:32:1b:d2:54:72,84:24:8d:23:62:d0,84:24:8d:23:62:d2,86:25:19:5b:b5:7b,88:36:6c:5c:2b:de,88:36:6c:67:80:30,88:36:6c:6a:75:fa,88:36:6c:6b:e8:2a,88:36:6c:a2:08:06,88:36:6c:bc:86:ca,88:36:6c:c8:06:80,88:36:6c:df:7d:de,88:36:6c:eb:27:e4,88:36:6c:ee:d7:34,88:36:6c:ef:6d:34,88:36:6c:ef:6d:36,88:3c:1c:81:01:90,8c:be:24:00:0a:9f,90:9f:33:24:ae:f6,90:9f:33:35:c3:06,90:9f:33:39:28:64,90:9f:33:39:28:66,90:9f:33:3f:6a:e8,90:9f:33:3f:6a:ea,90:9f:33:a1:08:4c,90:9f:33:a1:68:24,90:9f:33:a3:37:32,90:9f:33:cb:8a:22,92:17:c8:10:73:65,92:17:d8:10:73:65,94:57:a5:f4:33:0b,9c:1c:12:2a:c2:30,9c:1c:12:2a:c2:32,9c:1c:12:2a:c2:33,9c:1c:12:2a:c2:38,9c:1c:12:2a:c2:39,9c:1c:12:2a:c2:3a,9c:1c:12:2a:c2:3b,9c:1c:12:2a:c2:3c,9c:1c:12:2a:c2:3d,9c:1c:12:2b:58:60,9c:1c:12:2b:58:61,9c:1c:12:2b:58:62,9c:1c:12:2b:58:63,9c:1c:12:2b:58:64,9c:1c:12:2b:58:68,9c:1c:12:2b:58:69,9c:1c:12:2b:58:6a,9c:1c:12:2b:58:6b,9c:1c:12:2b:58:6c,9c:1c:12:2b:58:6d,9c:1c:12:2b:8a:f0,9c:1c:12:2b:8a:f1,9c:1c:12:2b:8a:f3,9e:7b:ef:5b:a7:13,a0:ab:1b:8c:42:88,a6:17:c8:03:5c:9c,a6:17:c8:03:5c:e8,aa:17:c8:03:5c:9c,ac:17:c8:03:5c:e8,ac:17:c8:10:73:65,ac:a3:1e:64:6f:c0,ac:a3:1e:64:6f:c1,ac:a3:1e:64:6f:c2,ac:a3:1e:64:6f:c3,ac:a3:1e:64:6f:c4,ae:17:d8:10:73:65,b0:4e:26:51:51:fa,b0:5a:da:a3:e7:3f,b4:a9:4f:28:f5:59,b6:a9:4f:28:f5:59,b8:62:1f:53:e7:be,bc:67:1c:20:0a:20,bc:67:1c:20:18:e0,bc:67:1c:20:1c:b0,bc:67:1c:20:22:40,bc:67:1c:20:23:60,bc:67:1c:20:24:00,bc:67:1c:20:2c:a0,bc:67:1c:20:34:60,bc:67:1c:20:e2:a0,bc:67:1c:fd:8a:80,c4:b3:01:dd:ba:ce,c4:b3:01:dd:ba:cf,c6:cb:ac:34:26:8f,c6:cb:bc:34:26:8f,c6:cb:bc:34:27:56,c8:3a:35:44:f2:78,c8:3a:35:96:06:78,d0:be:2c:25:e7:a9,e0:1c:41:d4:67:54,e0:1c:41:d4:67:d4,e0:1c:41:d4:69:94,e0:1c:41:d4:6d:14,e0:1c:41:d4:6d:d4,e0:1c:41:d4:6e:54,e0:1c:41:d4:6f:94,e0:1c:41:d4:72:14,e0:1c:41:d4:73:14,e0:1c:41:d4:73:d4,e0:1c:41:d4:76:d4,e0:1c:41:d4:78:14,e0:1c:41:d4:7a:54,e0:1c:41:d4:84:94,e0:1c:41:d4:be:d4,e0:1c:41:d6:53:54,e0:1c:41:d6:55:94,e0:1c:41:d6:56:94,e0:1c:41:d6:57:54,e0:1c:41:d6:58:14,e0:1c:41:d6:5a:14,e0:1c:41:d6:5a:94,e0:1c:41:d6:5b:14,e0:1c:41:d6:60:94,e0:1c:41:d6:61:d4,e0:1c:41:d6:62:54,e0:1c:41:d6:62:d4,e0:1c:41:d6:65:94,e0:1c:41:d6:65:d4,e0:1c:41:d6:68:54,e0:1c:41:d6:6b:94,e0:1c:41:d6:74:d4,e0:1c:41:d6:77:94,e0:1c:41:d6:7c:94,e0:1c:41:d6:7d:94,e0:1c:41:d6:7d:d4,e0:1c:41:d6:80:94,e0:1c:41:d6:81:14,e0:1c:41:d6:ab:94,e6:cb:ac:34:26:8f,e6:cb:bc:34:26:8f,ee:cb:ac:34:26:8f,ee:cb:bc:34:26:8f,f0:9c:e9:03:63:94,f4:d9:fb:6b:f7:c2,f4:d9:fb:6b:f7:c3,f4:d9:fb:6b:f7:c4,f4:d9:fb:6b:f7:c5,f4:d9:fb:6b:f7:c6,f4:d9:fb:6b:f8:02,f4:d9:fb:6b:f8:03,f4:d9:fb:6b:f8:04,f4:d9:fb:6b:f8:05,f4:d9:fb:6b:f8:06,f4:d9:fb:6b:f9:02,f4:d9:fb:6b:f9:03,f4:d9:fb:6b:f9:04,f4:d9:fb:6b:f9:05,f4:d9:fb:6b:f9:06,f4:d9:fb:6b:f9:c2,f4:d9:fb:6b:f9:c3,f4:d9:fb:6b:f9:c4,f4:d9:fb:6b:f9:c5,f4:d9:fb:6b:f9:c6,f4:d9:fb:6b:fb:82,f4:d9:fb:6b:fb:83,f4:d9:fb:6b:fb:84,f4:d9:fb:6b:fb:85,f4:d9:fb:6b:fb:86,f4:d9:fb:6b:fd:82,f4:d9:fb:6b:fd:83,f4:d9:fb:6b:fd:84,f4:d9:fb:6b:fd:85,f4:d9:fb:6b:fd:86,f4:d9:fb:6b:fe:02,f4:d9:fb:6b:fe:03,f4:d9:fb:6b:fe:04,f4:d9:fb:6b:fe:05,f4:d9:fb:6b:fe:06,f4:d9:fb:6c:08:c2,f4:d9:fb:6c:08:c3,f4:d9:fb:6c:08:c4,f4:d9:fb:6c:08:c5,f4:d9:fb:6c:08:c6,f4:d9:fb:6c:0b:c2,f4:d9:fb:6c:0b:c3,f4:d9:fb:6c:0b:c4,f4:d9:fb:6c:0b:c5,f4:d9:fb:6c:0b:c6,f4:d9:fb:6c:0c:c3,f4:d9:fb:6c:0d:42,f4:d9:fb:6c:0d:45,f4:d9:fb:6c:0e:c2,f4:d9:fb:6c:0e:c3,f4:d9:fb:6c:0e:c4,f4:d9:fb:6c:0e:c5,f4:d9:fb:6c:0e:c6,f4:d9:fb:6c:0f:84,f4:d9:fb:6c:0f:85,f4:d9:fb:6c:0f:86,f4:d9:fb:6c:10:02,f4:d9:fb:6c:10:03,f4:d9:fb:6c:10:04,f4:d9:fb:6c:10:05,f4:d9:fb:6c:10:06,f4:d9:fb:6c:11:c2,f4:d9:fb:6c:11:c3,f4:d9:fb:6c:11:c4,f4:d9:fb:6c:11:c6,f4:d9:fb:6c:13:42,f4:d9:fb:6c:13:43,f4:d9:fb:6c:13:44,f4:d9:fb:6c:13:46,f4:d9:fb:6c:14:c2,f4:d9:fb:6c:14:c3,f4:d9:fb:6c:14:c4,f4:d9:fb:6c:14:c5,f4:d9:fb:6c:14:c6,f4:d9:fb:6c:15:82,f4:d9:fb:6c:15:83,f4:d9:fb:6c:15:84,f4:d9:fb:6c:15:85,f4:d9:fb:6c:15:86,f4:d9:fb:6c:16:c2,f4:d9:fb:6c:16:c3,f4:d9:fb:6c:16:c4,f4:d9:fb:6c:16:c5,f4:d9:fb:6c:16:c6,f4:d9:fb:6c:17:43,f4:d9:fb:6c:17:44,f4:d9:fb:6c:17:82,f4:d9:fb:6c:17:83,f4:d9:fb:6c:17:84,f4:d9:fb:6c:17:85,f4:d9:fb:6c:17:86,f4:d9:fb:6c:17:c2,f4:d9:fb:6c:17:c3,f4:d9:fb:6c:17:c4,f4:d9:fb:6c:17:c5,f4:d9:fb:6c:17:c6,f4:d9:fb:6c:18:82,f4:d9:fb:6c:18:83,f4:d9:fb:6c:18:84,f4:d9:fb:6c:18:85,f4:d9:fb:6c:18:86,f4:d9:fb:6c:19:02,f4:d9:fb:6c:19:03,f4:d9:fb:6c:19:04,f4:d9:fb:6c:19:05,f4:d9:fb:6c:19:06,f4:d9:fb:6c:1a:c2,f4:d9:fb:6c:1a:c3,f4:d9:fb:6c:1a:c4,f4:d9:fb:6c:1a:c5,f4:d9:fb:6c:1a:c6,f4:d9:fb:6c:39:83,f4:d9:fb:6c:39:84,f4:d9:fb:6c:39:86,f4:fd:2b:20:2c:71,f4:fd:2b:20:45:19,f4:fd:2b:2a:03:1b,fa:cb:ac:34:26:8f,fc:0a:81:9a:64:41,fc:0a:81:9a:96:90,fc:0a:81:9a:96:91,fc:0a:81:9a:98:a0,fc:0a:81:9a:98:a1,fc:0a:81:9a:98:a2,fe:cb:ac:34:26:8f,fe:cb:bc:34:26:8f,fe:cb:bc:34:27:5a,rp
0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,81,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,85,0,0,0,0,0,53,0,0,89,0,83,0,81,0,0,82,82,0,72,0,83,0,0,81,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,50,53,53,57,0,0,0,0,0,0,0,57,53,62,53,53,88,88,88,88,88,0,0,0,0,0,50,50,53,50,50,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,60,0,0,0,0,60,75,0,81,72,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,70,0,0,0,0,72,87,0,0,50,0,0,0,84,0,0,0,0,0,46,0,86,0,43,83,0,81,0,0,82,83,0,72,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,43,53,46,43,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,53,53,0,0,0,0,0,0,0,46,46,46,50,43,88,88,88,88,88,0,0,0,0,0,53,50,50,50,50,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,81,78,0,0,0,0,0,75,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,83,53,0,86,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,75,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,72,0,0,0,0,62,0,0,0,0,75,88,0,0,53,0,0,0,87,0,0,0,0,0,0,0,87,92,43,81,72,83,0,0,85,0,78,75,0,80,0,53,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,62,62,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,46,50,43,46,0,0,0,0,0,0,0,53,53,50,50,53,84,84,84,84,84,0,0,0,0,0,46,46,46,46,46,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,62,0,0,0,0,0,88,0,0,0,0,0,0,86,0,0,0,0,0,0,0,87,93,0,83,0,82,0,0,85,0,0,75,0,81,0,0,80,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,43,0,0,43,0,87,87,87,87,87,0,0,0,0,0,46,46,50,46,46,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,86,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,86,0,0,0,0,0,0,75,0,0,0,85,60,82,0,0,84,82,0,80,0,84,0,0,81,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,53,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,87,87,87,87,87,0,0,0,0,0,46,50,46,50,46,67,65,65,65,65,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,70,0,86,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,46,0,0,0,0,62,50,0,0,0,0,88,0,0,0,0,0,0,87,0,0,0,0,0,0,0,86,93,0,85,0,82,0,0,0,82,0,78,0,81,0,57,80,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,53,57,57,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,46,43,43,88,88,88,88,88,0,0,0,0,0,50,46,46,50,46,70,70,70,72,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,84,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,93,0,83,0,80,0,0,85,0,60,75,0,80,0,0,65,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,53,53,53,0,0,0,0,0,0,0,0,0,0,50,0,87,87,87,87,87,0,0,0,0,0,50,50,50,50,50,78,78,78,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
